domain,agency,organization,city,state,expires,status
www.northuniontownship-pa.gov,Non-Federal Agency,North Union Township,Lemont Furnace,PA,16 Apr 19 19:59 EDT,Expires 1 month from now (16 Apr 19)
www.nortonva.gov,Non-Federal Agency,City of Norton,Norton,VA,08 Oct 19 19:59 EDT,Expires 7 months from now (08 Oct 19)
www.nottingham-nh.gov,Non-Federal Agency,Town of Nottingham,Nottingham,NH,12 May 19 05:03 EDT,Expires 2 months from now (12 May 19)
www.now.okcommerce.gov,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma city,OK,18 Sep 13 20:12 EDT,Expired 5 years ago (18 Sep 13)
www.nrc-gateway.gov,Nuclear Regulatory Commission,U.S. Nuclear Regulatory Commission,Rockville,MD,25 Apr 19 08:00 EDT,Expires 2 months from now (25 Apr 19)
www.nrd.gov,Department of Defense,OFFICE OF WARRIOR CARE POLICY,Arlington,VA,27 Nov 19 07:00 EST,Expires 9 months from now (27 Nov 19)
www.nsa.gov,Department of Defense,NSA,Fort Meade,MD,14 Mar 19 16:54 EDT,Expires 3 weeks from now (14 Mar 19)
www.nsep.gov,Department of Defense,National Security Education Program (NSEP) at DLNSEO,Alexandria,VA,04 May 19 19:59 EDT,Expires 2 months from now (04 May 19)
www.nsf.gov,National Science Foundation,National Science Foundation,Alexandria,VA,13 Sep 19 08:00 EDT,Expires 6 months from now (13 Sep 19)
www.nsidfl.gov,Non-Federal Agency,North Springs Improvement District,Coral Springs,FL,29 Apr 19 21:08 EDT,Expires 2 months from now (29 Apr 19)
www.ntc.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,Denver,CO,27 Sep 19 08:00 EDT,Expires 7 months from now (27 Sep 19)
www.nursing.msbn.uat.msi.ms.gov,Non-Federal Agency,ITS,Jackson,MS,,dial tcp: lookup www.nursing.msbn.uat.msi.ms.gov: no such host
www.nv.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,Denver,CO,27 Sep 19 08:00 EDT,Expires 7 months from now (27 Sep 19)
www.nvprepaid.gov,Non-Federal Agency,Nevada State Treasurer,Carson City,NV,04 Jun 20 19:59 EDT,Expires 1 year from now (04 Jun 20)
www.nvsilverflume.gov,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,09 Apr 20 17:55 EDT,Expires 1 year from now (09 Apr 20)
www.nvsos.gov,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,29 Jan 21 07:00 EST,Expires 2 years from now (29 Jan 21)
www.nwtrb.gov,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,Arlington,VA,24 Jan 21 07:00 EST,Expires 2 years from now (24 Jan 21)
www.nyack-ny.gov,Non-Federal Agency,"Village of Nyack, NY",Nyack,NY,01 May 19 05:57 EDT,Expires 2 months from now (01 May 19)
www.nyassembly.gov,Non-Federal Agency,New York State Assembly,Albany,NY,20 Apr 19 02:05 EDT,Expires 2 months from now (20 Apr 19)
www.nyc.gov,Non-Federal Agency,NYC Department of Information Technology and Telecommunications,Brooklyn,NY,06 May 19 08:00 EDT,Expires 2 months from now (06 May 19)
www.nyjuror.gov,Non-Federal Agency,New York State Unified Court System,New York,NY,02 Mar 20 09:12 EST,Expires 1 year from now (02 Mar 20)
www.nypa.gov,Non-Federal Agency,New York Power Authority,WHITE PLAINS,NY,17 Apr 20 12:14 EDT,Expires 1 year from now (17 Apr 20)
www.nysbroadband.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.nyscfaprojectdata.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,05 Mar 20 07:36 EST,Expires 1 year from now (05 Mar 20)
www.nyspro.ogs.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,13 Mar 20 14:26 EDT,"Error: x509: certificate is valid for bsc.ogs.ny.gov, govbuy.ogs.ny.gov, locallaws.dos.ny.gov, nyspro.ogs.ny.gov, nysstore.com, parking.ogs.ny.gov, purchasingforum.ogs.ny.gov, summer.empirestateplaza.org, summerstageinharlem.org, tracs.troopers.ny.gov, vehicles.nyspro.ogs.ny.gov, winter.empirestateplaza.org, not www.nyspro.ogs.ny.gov"
www.nystax.gov,Non-Federal Agency,New York State Department of Taxation and Finance ,Albany,NY,31 Aug 19 11:07 EDT,Expires 6 months from now (31 Aug 19)
www.oagelect.virginia.gov,Non-Federal Agency,Commonwealth of Virginia,Chester,VA,,dial tcp: lookup www.oagelect.virginia.gov: no such host
www.oakbluffsma.gov,Non-Federal Agency,Town of Oak Bluffs,Oak Bluffs,MA,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.oakhillwv.gov,Non-Federal Agency,City of Oak Hill,Oak Hill,WV,05 May 19 12:26 EDT,Expires 2 months from now (05 May 19)
www.oaklandfl.gov,Non-Federal Agency,Town of Oakland,Oakland,FL,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.oaklandparkfl.gov,Non-Federal Agency,City of Oakland Park,Oakland Park,FL,08 Oct 19 19:59 EDT,Expires 7 months from now (08 Oct 19)
www.oaljdecisions.dm.usda.gov,U.S. Department of Agriculture,USDA,Ft. Collins,CO,28 Aug 19 10:34 EDT,Expires 6 months from now (28 Aug 19)
www.obamalibrary.gov,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,22 Feb 20 10:41 EST,Expires 1 year from now (22 Feb 20)
www.obamawhitehouse.gov,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,06 Dec 20 14:20 EST,Expires 2 years from now (06 Dec 20)
www.oberlinkansas.gov,Non-Federal Agency,City of Oberlin,Oberlin,KS,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.oconomowoc-wi.gov,Non-Federal Agency,City of Oconomowoc,Oconomowoc,WI,09 Oct 19 19:59 EDT,Expires 7 months from now (09 Oct 19)
www.ocse.arkansas.gov,Non-Federal Agency,"Department of Information System, Arkansas",Little Rock,AR,23 Aug 20 19:59 EDT,Expires 2 years from now (23 Aug 20)
www.ocwr.gov,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,Washington,DC,22 Apr 19 19:59 EDT,Expires 2 months from now (22 Apr 19)
www.odh.ohio.gov,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,22 Aug 20 19:59 EDT,Expires 2 years from now (22 Aug 20)
www.odni.gov,Director of National Intelligence,"Office of Directorate of National Intelligence, Business Transformation Office",McLean,VA,03 Oct 19 08:00 EDT,Expires 7 months from now (03 Oct 19)
www.odocs.osmre.gov,Department of the Interior,Office of Surface Mining,Washington,DC,05 Dec 19 07:00 EST,Expires 9 months from now (05 Dec 19)
www.oe.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,10 Apr 19 12:23 EDT,Expires 1 month from now (10 Apr 19)
www.oea.gov,Department of Defense,Office of Economic Adjustment,Arlington,VA,04 Feb 22 11:49 EST,Error: x509: certificate signed by unknown authority
www.oem.usda.gov,U.S. Department of Agriculture,USDA,Ft. Collins,CO,28 Aug 19 10:34 EDT,Expires 6 months from now (28 Aug 19)
www.oems.ncdhhs.gov,Non-Federal Agency,NC Department of Health and Human Services,Raleigh,NC,02 May 19 19:52 EDT,Expires 2 months from now (02 May 19)
www.officeofhighwaysafety.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.ofr.gov,Government Publishing Office,US Government Publishing Office,Washington,DC,06 Apr 19 08:00 EDT,Expires 1 month from now (06 Apr 19)
www.oge.gov,Office of Government Ethics,Office of Government Ethics,Washington,DC,02 Oct 19 19:59 EDT,Expires 7 months from now (02 Oct 19)
www.ogis.archives.gov,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,05 Feb 21 14:24 EST,Expires 2 years from now (05 Feb 21)
www.oglethorpecountyga.gov,Non-Federal Agency,Oglethorpe County Board of Commissioners,Lexington,GA,01 May 19 19:59 EDT,Expires 2 months from now (01 May 19)
www.oha.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,10 Apr 19 12:23 EDT,Expires 1 month from now (10 Apr 19)
www.ohio.gov,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,22 Aug 20 19:59 EDT,Expires 2 years from now (22 Aug 20)
www.ohioagriculture.gov,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,22 Aug 20 19:59 EDT,Expires 2 years from now (22 Aug 20)
www.ohiobmv.gov,Non-Federal Agency,State of Ohio,Columbus,OH,29 Jan 21 18:59 EST,Expires 2 years from now (29 Jan 21)
www.ohiocourtofclaims.gov,Non-Federal Agency,State of Ohio,Columbus,OH,15 Apr 20 10:42 EDT,Expires 1 year from now (15 Apr 20)
www.ohiocourts.gov,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,04 Sep 20 10:39 EDT,Expires 2 years from now (04 Sep 20)
www.oig-test.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.oig.dhs.gov,Department of Homeland Security,Department of Homeland Security,Washington,DC,17 Sep 19 08:00 EDT,Expires 7 months from now (17 Sep 19)
www.oig.sc.gov,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Columbia,SC,27 Oct 20 08:00 EDT,Expires 2 years from now (27 Oct 20)
www.oit.arkansas.gov,Non-Federal Agency,"Department of Information System, Arkansas",Little Rock,AR,23 Aug 20 19:59 EDT,Expires 2 years from now (23 Aug 20)
www.ojjdp.gov,Department of Justice,"U.S. Department of Jusice, Office of Justice Programs",Potomac,MD,24 Oct 19 08:00 EDT,Expires 8 months from now (24 Oct 19)
www.ojp.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",Washington,DC,25 Oct 19 08:00 EDT,Expires 8 months from now (25 Oct 19)
www.ok.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services  ",Oklahoma City,OK,09 Jan 20 13:44 EST,Expires 10 months from now (09 Jan 20)
www.okc.gov,Non-Federal Agency,City Of Oklahoma City,Oklahoma City,OK,13 Sep 20 15:50 EDT,Expires 2 years from now (13 Sep 20)
www.okcommerce.gov,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma city,OK,10 May 19 03:38 EDT,Expires 2 months from now (10 May 19)
www.oklahomaworks.gov,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma City,OK,13 Apr 19 19:59 EDT,Expires 1 month from now (13 Apr 19)
www.oldsaybrookct.gov,Non-Federal Agency,Town of Old Saybrook,Old Saybrook,CT,14 Apr 19 04:51 EDT,Expires 1 month from now (14 Apr 19)
www.omb.gov,Executive Office of the President,EOP,Washington,DC,23 Feb 20 07:00 EST,Expires 1 year from now (23 Feb 20)
www.ondcp.gov,Executive Office of the President,Office of National Drug Control Policy,Washington,DC,23 Feb 20 07:00 EST,Expires 1 year from now (23 Feb 20)
www.onguardonline.gov,Federal Trade Commission,Federal Trade Commission,Washington,DC,28 Sep 19 08:00 EDT,Expires 7 months from now (28 Sep 19)
www.onhir.gov,Department of the Interior,Office of Navajo and Hopi Indian Relocation,Flagstaff,AZ,26 Nov 19 07:00 EST,Expires 9 months from now (26 Nov 19)
www.onlineforms.edgarfiling.sec.gov,Securities and Exchange Commission,Office of Information Technologies / Network Engineerig,Washington,DC,28 Mar 20 08:00 EDT,Expires 1 year from now (28 Mar 20)
www.opalockafl.gov,Non-Federal Agency,CITY OF OPALOCKA,OPALOCKA,FL,08 Oct 19 19:59 EDT,Expires 7 months from now (08 Oct 19)
www.opelika-al.gov,Non-Federal Agency,City of Opelika,Opelika,AL,04 Apr 19 19:59 EDT,Expires 1 month from now (04 Apr 19)
www.open-dc.gov,Non-Federal Agency,Board of Ethics and Government Accountability,Washington,DC,23 Jun 19 10:58 EDT,Expires 4 months from now (23 Jun 19)
www.open.socialsecurity.gov,Social Security Administration,Social Security Administration,Baltimore,MD,21 Aug 19 08:00 EDT,Expires 6 months from now (21 Aug 19)
www.open.ssa.gov,Social Security Administration,Social Security Administration,Baltimore,MD,21 Aug 19 08:00 EDT,Expires 6 months from now (21 Aug 19)
www.openmyfloridabusiness.gov,Non-Federal Agency,Florida Department of Business and Professional Regulation,Tallahassee,FL,01 Apr 19 21:56 EDT,Expires 1 month from now (01 Apr 19)
www.openworld.gov,Open World Leadership Center,The Open World Leadership Center,Washington,DC,19 Apr 20 08:00 EDT,Expires 1 year from now (19 Apr 20)
www.opm.gov,Office of Personnel Management,U.S. Office of Personnel Management,Macon,GA,13 Aug 19 08:00 EDT,Expires 5 months from now (13 Aug 19)
www.opwdd.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.oralhealth.ncdhhs.gov,Non-Federal Agency,NC Department of Health and Human Services,Raleigh,NC,02 May 19 19:52 EDT,Expires 2 months from now (02 May 19)
www.orange-ct.gov,Non-Federal Agency,Town of Orange,Orange,CT,26 Oct 19 19:59 EDT,Expires 8 months from now (26 Oct 19)
www.orangebeachal.gov,Non-Federal Agency,City of Orange Beach,Orange Beach,AL,14 May 19 09:59 EDT,Expires 2 months from now (14 May 19)
www.orangecountync.gov,Non-Federal Agency,Orange County Government,Hillsborough,NC,28 Sep 19 19:59 EDT,Expires 7 months from now (28 Sep 19)
www.orangecountyva.gov,Non-Federal Agency,Orange County Government,Orange,VA,09 Oct 19 19:59 EDT,Expires 7 months from now (09 Oct 19)
www.oregonbenefitsonline.gov,Non-Federal Agency,Oregon State Data Center,Salem,OR,23 May 17 19:59 EDT,Expired 2 years ago (23 May 17)
www.oregonbuys.gov,Non-Federal Agency,Oregon State Data Center,Salem,OR,17 Nov 19 07:00 EST,Expires 9 months from now (17 Nov 19)
www.oregonlegislature.gov,Non-Federal Agency,Oregon State Data Center,Salem,OR,24 Sep 19 08:00 EDT,Expires 7 months from now (24 Sep 19)
www.oregonstudentaid.gov,Non-Federal Agency,Oregon State Data Center,Salem,OR,07 Nov 19 17:59 EST,Error: x509: certificate signed by unknown authority
www.organdonor.gov,Department of Health and Human Services,Health and Human Services,Rockville,MD,06 Nov 19 07:00 EST,Expires 8 months from now (06 Nov 19)
www.ornl.gov,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,14 May 19 14:42 EDT,Expires 2 months from now (14 May 19)
www.orp.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.orwigsburg.gov,gov Helpdesk,Borough of Orwigsburg,Orwigsburg,PA,11 Mar 19 19:59 EDT,Expires 3 weeks from now (11 Mar 19)
www.osagebeach-mo.gov,Non-Federal Agency,CITY OF OSAGE BEACH,OSAGE BEACH,MO,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.osagenation-nsn.gov,Indian Affairs,OSAGE NATION,Pawhuska,OK,18 Apr 19 01:00 EDT,Expires 2 months from now (18 Apr 19)
www.osc.ct.gov,Non-Federal Agency,State of CT/Department of Administrative Services,Hartford,CT,07 Apr 20 08:00 EDT,Expires 1 year from now (07 Apr 20)
www.osha.gov,Department of Labor,Department of Labor,Washington,DC,18 Dec 19 07:00 EST,Expires 10 months from now (18 Dec 19)
www.oshrc.gov,Occupational Safety & Health Review Commission,Occupational Safety & Health Review Commission,Washington,DC,27 May 20 08:00 EDT,Expires 1 year from now (27 May 20)
www.osig.virginia.gov,Non-Federal Agency,Commonwealth of Virginia,Chester,VA,31 Jul 19 08:00 EDT,Expires 5 months from now (31 Jul 19)
www.osmre.gov,Department of the Interior,Office of Surface Mining,Washington,DC,05 Dec 19 07:00 EST,Expires 9 months from now (05 Dec 19)
www.ospb.azgovernor.gov,Non-Federal Agency,Governor's Office,Phoenix,AZ,18 Apr 19 08:00 EDT,Expires 2 months from now (18 Apr 19)
www.ostp.gov,Executive Office of the President,Office of Science and Technology Policy - White House,Washington,DC,23 Feb 20 07:00 EST,Expires 1 year from now (23 Feb 20)
www.otaywater.gov,Non-Federal Agency,Otay Water District,Spring Valley,CA,30 Mar 19 22:10 EDT,Expires 1 month from now (30 Mar 19)
www.othellowa.gov,Non-Federal Agency,City of Othello,Othello,WA,25 Oct 19 08:00 EDT,Expires 8 months from now (25 Oct 19)
www.otisfieldme.gov,Non-Federal Agency,TOWN OF OTISFIELD,OTISFIELD,ME,14 Apr 19 04:43 EDT,Expires 1 month from now (14 Apr 19)
www.otsegocountymi.gov,Non-Federal Agency,County of Otsego,Gaylord,MI,07 Mar 19 08:45 EST,Expires 2 weeks from now (07 Mar 19)
www.ott.ct.gov,Non-Federal Agency,State of CT/Department of Administrative Services,Hartford,CT,07 Apr 20 08:00 EDT,Expires 1 year from now (07 Apr 20)
www.ottawaks.gov,Non-Federal Agency,City Of Ottawa,Ottawa,KS,22 Apr 19 19:59 EDT,Expires 2 months from now (22 Apr 19)
www.ouachitacounty.arkansas.gov,Non-Federal Agency,"Department of Information System, Arkansas",Little Rock,AR,23 Aug 20 19:59 EDT,Expires 2 years from now (23 Aug 20)
www.ouraycountyco.gov,Non-Federal Agency,Ouray County,Ouray,CO,08 Oct 19 19:59 EDT,Expires 7 months from now (08 Oct 19)
www.ourdocuments.gov,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,06 Dec 20 14:20 EST,Expires 2 years from now (06 Dec 20)
www.ovc.gov,Department of Justice,U.S. Department of Justice,Potomac,MD,25 Oct 19 08:00 EDT,Expires 8 months from now (25 Oct 19)
www.oversight.gov,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,25 Mar 20 08:00 EDT,Expires 1 year from now (25 Mar 20)
www.ovs.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.owa.nigc.gov,National Indian Gaming Commission,National Indian Gaming Commision,Washington,DC,,dial tcp: lookup www.owa.nigc.gov: no such host
www.owa.sylacaugaal.gov,Non-Federal Agency,City of Sylacauga,Sylacauga,AL,,dial tcp: lookup www.owa.sylacaugaal.gov: no such host
www.owascony.gov,Non-Federal Agency,Town of Owasco,Auburn,NY,05 May 19 04:44 EDT,Expires 2 months from now (05 May 19)
www.oxford-ct.gov,Non-Federal Agency,Town of Oxford Website Committee,Oxford,CT,28 Apr 19 05:09 EDT,Expires 2 months from now (28 Apr 19)
www.oxfordal.gov,Non-Federal Agency,"City of Oxford, AL",Oxford,AL,10 Apr 20 10:45 EDT,Expires 1 year from now (10 Apr 20)
www.pa.gov,Non-Federal Agency,Commonwealth of Pennsylvania,Harrisburg,PA,08 Jan 21 12:38 EST,Expires 2 years from now (08 Jan 21)
www.paable.gov,Non-Federal Agency,PA Treasury,Harrisburg,PA,23 Feb 21 07:00 EST,Expires 2 years from now (23 Feb 21)
www.pacer.gov,U.S. Courts,Administrative Office U.S. Courts,Washington,DC,10 May 19 08:00 EDT,Expires 2 months from now (10 May 19)
www.painvest.gov,Non-Federal Agency,Pennsylvania Treasury,Harrisburg,PA,01 Oct 20 08:00 EDT,Expires 2 years from now (01 Oct 20)
www.palatinetownship-il.gov,Non-Federal Agency,Palatine Township,Palatine,IL,15 Oct 19 14:05 EDT,Expires 8 months from now (15 Oct 19)
www.palatka-fl.gov,Non-Federal Agency,City of Palatka,Palatka,FL,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.palmettobay-fl.gov,Non-Federal Agency,Village of Palmetto Bay,Palmetto Bay,FL,31 Dec 69 19:00 EST,Error: dial tcp: lookup www.palmettobay-fl.gov: no such host
www.panoramavillagetx.gov,Non-Federal Agency,City of Panorama Village,Panorama Village,TX,11 May 19 19:59 EDT,Expires 2 months from now (11 May 19)
www.papahanaumokuakea.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Silver Spring,MD,29 Jul 20 08:00 EDT,Expires 1 year from now (29 Jul 20)
www.paradisevalleyaz.gov,Non-Federal Agency,Town of Paradise Valley,Paradise Valley,AZ,04 Oct 19 19:59 EDT,Expires 7 months from now (04 Oct 19)
www.paristexas.gov,Non-Federal Agency,City of Paris,Paris,TX,15 Mar 19 20:54 EDT,Expires 3 weeks from now (15 Mar 19)
www.paristn.gov,Non-Federal Agency,City of Paris,Paris,TN,10 May 19 19:59 EDT,Expires 2 months from now (10 May 19)
www.parking.ogs.ny.gov,Non-Federal Agency,STATE OF NEW YORK,Albany,NY,16 Apr 20 13:51 EDT,Expires 1 year from now (16 Apr 20)
www.pascuayaqui-nsn.gov,Indian Affairs,Pascua Yaqui Tribe,Tucson,AZ,15 Feb 20 19:24 EST,Error: x509: certificate signed by unknown authority
www.pasmart.gov,Non-Federal Agency,Department of Labor and Industry,Harrisburg,PA,13 Apr 21 10:11 EDT,Expires 2 years from now (13 Apr 21)
www.patagonia-az.gov,Non-Federal Agency,Town of Patagonia,Patagonia,AZ,17 Oct 20 18:32 EDT,Expires 2 years from now (17 Oct 20)
www.patriotbonds.gov,Department of the Treasury,Department of the Treasury - BPD,Parkersburg,WV,22 May 19 19:14 EDT,Expires 3 months from now (22 May 19)
www.paulding.gov,Non-Federal Agency,Paulding County Board of Commissioners,Dallas,GA,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.pawneerock-ks.gov,Non-Federal Agency,City of Pawnee Rock,Pawnee Rock,KS,15 Mar 19 19:59 EDT,Expires 3 weeks from now (15 Mar 19)
www.pay.gov,Department of the Treasury,Department of the Treasury - FMS,Washington,DC,26 Apr 20 12:06 EDT,Expires 1 year from now (26 Apr 20)
www.paymentaccuracy.gov,Executive Office of the President,Office of Citizen Services and Innovative Technologies,Washington,DC,30 Nov 19 18:54 EST,Expires 9 months from now (30 Nov 19)
www.pbgc.gov,Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,Washington,DC,24 Mar 20 08:00 EDT,Expires 1 year from now (24 Mar 20)
www.pcc.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.pclob.gov,Privacy and Civil Liberties Oversight Board,Privacy & Civil Liberties Oversight Board,Washington,DC,09 Apr 19 11:31 EDT,Expires 1 month from now (09 Apr 19)
www.pd.manchester-vt.gov,Non-Federal Agency,Town of Manchester,Manchester Center,VT,30 Mar 19 07:16 EDT,Expires 1 month from now (30 Mar 19)
www.pearlandtx.gov,Non-Federal Agency,City of Pearland,Pearland,TX,23 Oct 19 08:00 EDT,Expires 8 months from now (23 Oct 19)
www.peer.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.pembinacountynd.gov,Non-Federal Agency,Pembina County,Cavalier,ND,10 Sep 19 17:16 EDT,Expires 6 months from now (10 Sep 19)
www.pembroke-ma.gov,Non-Federal Agency,Town of Pembroke,Pembroke,MA,28 Apr 19 05:15 EDT,Expires 2 months from now (28 Apr 19)
www.penndot.gov,Non-Federal Agency,PA Department of Transportation,Harrisburg,PA,17 Mar 21 13:16 EDT,Expires 2 years from now (17 Mar 21)
www.pepfar.gov,Department of State,Dept of State,Washington,DC,15 May 19 08:00 EDT,Expires 2 months from now (15 May 19)
www.performance.gov,General Services Administration,GSA - Office of Citizen Services Innovative Technologies - OSCIT,Washington,DC,08 May 19 10:31 EDT,Expires 2 months from now (08 May 19)
www.permittingrogersar.gov,Non-Federal Agency,City of Rogers,Rogers,AR,19 Jul 19 19:59 EDT,Expires 5 months from now (19 Jul 19)
www.perry-ga.gov,Non-Federal Agency,City of Perry,Perry,GA,05 May 19 02:16 EDT,Expires 2 months from now (05 May 19)
www.perry-wi.gov,Non-Federal Agency,Town of Perry,Mount Horeb,WI,03 Apr 19 19:59 EDT,Expires 1 month from now (03 Apr 19)
www.pers.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.petersburgva.gov,Non-Federal Agency,city of petersburg,Petersburg,VA,14 May 19 12:53 EDT,Expires 2 months from now (14 May 19)
www.pgboard.arkansas.gov,Non-Federal Agency,"Department of Information System, Arkansas",Little Rock,AR,23 Aug 20 19:59 EDT,Expires 2 years from now (23 Aug 20)
www.phe.gov,Department of Health and Human Services,Assistant Secretary for Preparedness and Response,Washington,DC,05 Dec 19 17:08 EST,Expires 9 months from now (05 Dec 19)
www.phoenixoregon.gov,Non-Federal Agency,City of Phoenix,Phoenix,OR,23 Apr 19 23:38 EDT,Expires 2 months from now (23 Apr 19)
www.phonebook.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,10 Apr 19 12:23 EDT,Expires 1 month from now (10 Apr 19)
www.physicalfitness.ms.gov,Non-Federal Agency,ITS,Jackson,MS,26 Oct 20 12:10 EDT,Expires 2 years from now (26 Oct 20)
www.pi.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,10 Apr 19 12:23 EDT,Expires 1 month from now (10 Apr 19)
www.pic.gov,General Services Administration,General Services Administration,Washington,DC,12 Apr 19 09:31 EDT,Expires 1 month from now (12 Apr 19)
www.pickenscountyga.gov,Non-Federal Agency,Pickens County Government,Jasper,GA,28 Jan 21 16:45 EST,Expires 2 years from now (28 Jan 21)
www.piedmont-ok.gov,Non-Federal Agency,CITY OF PIEDMONT,PIEDMONT,OK,08 May 19 19:59 EDT,Expires 2 months from now (08 May 19)
www.piercecountywa.gov,Non-Federal Agency,Pierce County ,Tacoma,WA,19 May 19 08:00 EDT,Expires 3 months from now (19 May 19)
www.piermont-ny.gov,Non-Federal Agency,Village of Piermont,Piermont,NY,19 Apr 19 19:59 EDT,Expires 2 months from now (19 Apr 19)
www.pif.gov,General Services Administration,General Service Administration,Washington,DC,14 May 19 02:31 EDT,Expires 2 months from now (14 May 19)
www.pinetoplakesideaz.gov,Non-Federal Agency,TOWN OF PINETOP-LAKESIDE,LAKESIDE,AZ,04 Dec 19 18:59 EST,Expires 9 months from now (04 Dec 19)
www.pinoleville-nsn.gov,Indian Affairs,Pinoleville Pomo Nation,Ukiah,CA,30 Apr 19 11:16 EDT,Expires 2 months from now (30 Apr 19)
www.pittsburgh.feb.gov,Office of Personnel Management,Federal Executive Board,Washington,DC,13 Aug 19 08:00 EDT,Expires 5 months from now (13 Aug 19)
www.pittsfield-mi.gov,Non-Federal Agency,Pittsfield Charter Township,Ann Arbor,MI,11 Oct 19 19:59 EDT,Expires 7 months from now (11 Oct 19)
www.pittsylvaniacountyva.gov,Non-Federal Agency,Pittsylvania County Virginia,Chatham,VA,12 Dec 19 18:59 EST,Expires 9 months from now (12 Dec 19)
www.plainfieldnj.gov,Non-Federal Agency,City Of Palinfield,Plainfield,NJ,,read tcp 192.168.1.211:57059->174.128.37.210:443: read: connection reset by peer
www.plainlanguage.gov,General Services Administration,GSA TTS,Washington,DC,09 Apr 19 12:31 EDT,Expires 1 month from now (09 Apr 19)
www.planchesapeakebeachmd.gov,Non-Federal Agency,Town of Chesapeake Beach,Chesapeake beach,MD,20 Apr 19 19:59 EDT,Expires 2 months from now (20 Apr 19)
www.plano.gov,Non-Federal Agency,City of Plano,Plano,TX,30 Apr 20 15:37 EDT,Expires 1 year from now (30 Apr 20)
www.pleasantprairiewi.gov,Non-Federal Agency,Village of Pleasant Prairie,Pleasant Prairie,WI,28 Feb 20 11:35 EST,Expires 1 year from now (28 Feb 20)
www.pleasantville-ny.gov,Non-Federal Agency,Village of Pleasantville,Pleasantville,NY,28 Apr 19 05:28 EDT,Expires 2 months from now (28 Apr 19)
